r1,t1,r2,r3,t3,r4,mass,smax,u2
83.5,47.009999999999998,134.09999999999999,159.45000000000002,34.589999999999996,192.05000000000001,24.188143090000001,337.82585432000002,0.25872743999999998
19.5,7.4500000000000011,131.5,165.93000000000001,7.9100000000000001,186.65000000000001,10.175273499999999,899.90985782999996,0.46911059999999999
75.5,11.130000000000001,131.09999999999999,165.21000000000001,23.550000000000001,194.45000000000002,14.05366673,674.35463887000003,0.43303512
10.5,25.850000000000001,120.09999999999999,151.53,16.650000000000002,197.15000000000001,17.035417299999999,409.10031721000001,0.24881597
71.5,23.550000000000001,135.09999999999999,152.06999999999999,27.23,198.65000000000001,18.054248510000001,469.04757258000001,0.31277370999999998
20.5,41.949999999999996,133.09999999999999,163.05000000000001,30.450000000000003,193.25,25.95754178,320.75802693000003,0.18106779000000001
68.5,31.370000000000001,126.3,167.91,23.09,199.25,18.827501130000002,400.07124428999998,0.28119006000000002
50.5,27.23,127.89999999999999,158.37,22.170000000000002,186.95000000000002,18.64569573,420.86500252000002,0.26248811999999999
52.5,10.210000000000001,133.69999999999999,161.43000000000001,33.210000000000001,174.65000000000001,16.80136405,698.22505314,0.36025206999999998
41.5,19.870000000000001,136.29999999999998,155.13,13.890000000000001,180.65000000000001,15.21849046,498.18346610999998,0.30561131000000002
27.5,20.790000000000003,127.3,157.28999999999999,21.710000000000001,177.95000000000002,17.679439080000002,486.97615223000003,0.25922559000000001
56.5,35.049999999999997,132.69999999999999,166.28999999999999,37.350000000000001,185.15000000000001,24.193903280000001,374.43313228,0.22870080000000001
95.5,12.510000000000002,133.90000000000001,157.83000000000001,24.010000000000002,187.55000000000001,14.160021609999999,623.08726939999997,0.47471271999999998
48.5,48.390000000000001,136.5,158.19,21.25,176.45000000000002,24.590310339999998,297.30786431000001,0.20688432000000001
18.5,10.670000000000002,121.69999999999999,159.27000000000001,35.969999999999999,172.25,18.542533339999999,714.09766873000001,0.29437053000000002
92.5,12.050000000000001,128.09999999999999,166.65000000000001,42.409999999999997,177.05000000000001,18.333938799999999,564.84294003000002,0.40762179999999998
70.5,32.289999999999999,128.69999999999999,167.55000000000001,49.310000000000002,191.15000000000001,25.797489479999999,398.47148797,0.25427081000000001
23.5,33.210000000000001,131.90000000000001,154.95000000000002,25.850000000000001,173.45000000000002,22.259772550000001,366.40102858,0.20608502000000001
36.5,18.489999999999998,124.89999999999999,154.59,17.57,189.95000000000002,15.429525780000001,520.86188520999997,0.29658505000000002
82.5,26.770000000000003,126.09999999999999,153.69,18.949999999999999,196.55000000000001,15.652775050000001,456.15264788000002,0.35336411000000001
24.5,28.610000000000003,120.89999999999999,151.17000000000002,34.130000000000003,178.25,23.012207419999999,409.61729450000001,0.20911399999999999
54.5,32.749999999999993,123.3,156.56999999999999,48.390000000000001,191.75,27.133445869999999,392.64200570999998,0.22271267
109.5,49.769999999999996,120.5,163.59,36.890000000000001,180.34999999999999,21.49589001,367.09927959999999,0.33554611000000001
11.5,25.390000000000001,121.3,157.11000000000001,45.170000000000002,178.84999999999999,25.091922409999999,448.32895301999997,0.20321777999999999
104.5,11.59,137.69999999999999,151.71000000000001,48.850000000000001,192.95000000000002,20.455638530000002,511.72597349,0.41109278999999999
78.5,22.170000000000002,130.29999999999998,156.93000000000001,30.91,175.25,18.57742197,482.49921705000003,0.32990533
57.5,33.669999999999995,133.29999999999998,152.61000000000001,20.330000000000002,174.95000000000002,19.776172800000001,375.31605115000002,0.25587267000000002
105.5,7.9100000000000001,139.09999999999999,160.71000000000001,45.629999999999995,175.55000000000001,17.584943469999999,579.8034629,0.46693823000000001
43.5,18.030000000000001,127.5,150.45000000000002,28.150000000000002,179.45000000000002,18.322029109999999,533.55106417000002,0.28124341000000003
34.5,39.189999999999998,129.5,160.89000000000001,49.769999999999996,180.95000000000002,29.260918220000001,352.45374076000002,0.18522619000000001
49.5,44.25,134.29999999999998,159.09,41.490000000000002,181.55000000000001,27.949784690000001,328.05116900000002,0.19636819
91.5,26.310000000000002,129.29999999999998,164.13,17.110000000000003,189.05000000000001,15.00516708,473.91062997,0.38849465999999999
76.5,23.09,128.5,165.56999999999999,28.610000000000003,184.25,18.172930879999999,475.88191031999997,0.32541381000000003
98.5,16.190000000000001,121.5,158.72999999999999,25.390000000000001,171.65000000000001,15.48341568,554.68703619999997,0.43827149999999998
46.5,36.43,138.29999999999998,152.78999999999999,9.2900000000000009,172.84999999999999,18.852782810000001,371.87130846999997,0.27015440000000002
60.5,6.0700000000000003,122.89999999999999,155.31,35.509999999999998,170.75,17.062522430000001,783.32891781000001,0.40085785000000002
65.5,13.430000000000001,132.09999999999999,164.49000000000001,32.749999999999993,182.45000000000002,17.223223140000002,608.05959415999996,0.35610744999999999
97.5,35.969999999999999,127.69999999999999,151.89000000000001,42.869999999999997,183.34999999999999,22.77956764,389.83354300000002,0.31446744999999998
87.5,24.93,120.69999999999999,154.41,8.370000000000001,188.45000000000002,12.21980276,499.32890329000003,0.45321003999999998
29.5,42.869999999999997,133.5,165.03,44.710000000000001,191.45000000000002,29.599242790000002,331.72636498999998,0.17643122999999999
31.5,40.57,138.90000000000001,162.87,38.269999999999996,179.75,27.049665359999999,336.57390377000002,0.18528016999999999
69.5,22.630000000000003,132.90000000000001,167.37,40.109999999999999,178.55000000000001,20.799543960000001,473.12563774,0.29671247000000001
77.5,19.41,123.09999999999999,164.84999999999999,31.830000000000002,170.15000000000001,18.24271856,510.00157343000001,0.34015195999999998
35.5,30.91,135.90000000000001,161.06999999999999,10.210000000000001,190.25,17.22858446,363.93523979999998,0.27377003999999999
58.5,17.110000000000003,129.09999999999999,162.50999999999999,26.310000000000002,183.05000000000001,16.947067400000002,550.43600644000003,0.32186790999999998
79.5,21.25,137.5,154.77000000000001,24.93,185.75,16.737536030000001,500.79874414,0.35185229000000001
51.5,27.690000000000001,126.89999999999999,153.33000000000001,27.690000000000001,198.05000000000001,20.039441979999999,419.79202651999998,0.25293249000000001
14.5,5.1500000000000004,126.5,161.25,32.289999999999999,194.75,15.8527343,1003.2713960900001,0.38311919
73.5,41.490000000000002,129.90000000000001,161.61000000000001,4.2300000000000004,197.45000000000002,15.4540893,673.64609591999999,0.42159777999999998
84.5,47.469999999999999,131.69999999999999,150.63,20.790000000000003,183.65000000000001,20.19938436,337.58836676999999,0.28471945999999998
13.5,28.150000000000002,137.09999999999999,164.31,19.870000000000001,181.84999999999999,19.62062091,397.53934558999998,0.22327179999999999
